tag_full_name;description;data_type;direction;algoblock_type;algoblock_address;algoblock_offset;selector_mask_nzone;modbus_address
1p.DI1.DI(16);Питание КР500;BOOL (1 bit);Read;ИНР;1;60;&h01;316
1p.PIT;Питание КР500;BOOL (1 bit);Read;ИНР;1;60;&h01;316
1p.DI2.DI(1-8);Задвижки напорные;INT (1 byte);Read;ИНР;1;64;;320
1p.DI2.DI_1;Задвижка Н1 откр;BOOL (1 bit);Read;ИНР;1;64;&h01;320
1p.DI2.DI_2;Задвижка Н1 закр;BOOL (1 bit);Read;ИНР;1;64;&h02;320
1p.DI2.DI_3;Задвижка Н2 откр;BOOL (1 bit);Read;ИНР;1;64;&h04;320
1p.DI2.DI_4;Задвижка Н2 закр;BOOL (1 bit);Read;ИНР;1;64;&h08;320
1p.DI2.DI_5;Задвижка Н3 откр;BOOL (1 bit);Read;ИНР;1;64;&h10;320
1p.DI2.DI_6;Задвижка Н3 закр;BOOL (1 bit);Read;ИНР;1;64;&h20;320
1p.DI2.DI_7;Задвижка Н4 откр;BOOL (1 bit);Read;ИНР;1;64;&h40;320
1p.DI2.DI_8;Задвижка Н4 закр;BOOL (1 bit);Read;ИНР;1;64;&h80;320
1p.NA1.H;Напорная задвижка;INT (1 byte);Read;ИНР;1;64;&h00,3, &h01,2, &h02,1, &h03, 0;320
1p.NA2.H;Напорная задвижка;INT (1 byte);Read;ИНР;1;64;&h00,3, &h04,2, &h08,1, &h0C, 0;320
1p.NA3.H;Напорная задвижка;INT (1 byte);Read;ИНР;1;64;&h00,3, &h10,2, &h20,1, &h30, 0;320
1p.NA4.H;Напорная задвижка;INT (1 byte);Read;ИНР;1;64;&h00,3, &h40,2, &h80,1, &hC0, 0;320
1p.DI2.DI(9-16);Задвижки коллек;INT (1 byte);Read;ИНР;1;65;;321
1p.DI2.DI_9;Задвижка НК1 откр;BOOL (1 bit);Read;ИНР;1;65;&h01;321
1p.DI2.DI_10;Задвижка НК1 закр;BOOL (1 bit);Read;ИНР;1;65;&h02;321
1p.DI2.DI_11;Задвижка НК2 откр;BOOL (1 bit);Read;ИНР;1;65;&h04;321
1p.DI2.DI_12;Задвижка НК2 закр;BOOL (1 bit);Read;ИНР;1;65;&h08;321
1p.DI2.DI_13;Задвижка НК3 откр;BOOL (1 bit);Read;ИНР;1;65;&h10;321
1p.DI2.DI_14;Задвижка НК3 закр;BOOL (1 bit);Read;ИНР;1;65;&h20;321
1p.DI2.DI_15;Задвижка Г1 откр;BOOL (1 bit);Read;ИНР;1;65;&h40;321
1p.DI2.DI_16;Задвижка Г1 закр;BOOL (1 bit);Read;ИНР;1;65;&h80;321
1p.K1;Коллекторная задвижка 1;INT (1 byte);Read;ИНР;1;65;&h00,3, &h01,2, &h02,1, &h03, 0;321
1p.K2;Коллекторная задвижка 2;INT (1 byte);Read;ИНР;1;65;&h00,3, &h04,2, &h08,1, &h0C, 0;321
1p.K3;Коллекторная задвижка 3;INT (1 byte);Read;ИНР;1;65;&h00,3, &h10,2, &h20,1, &h30, 0;321
1p.G1;;INT (1 byte);Read;ИНР;1;65;&h00,3, &h40,2, &h80,1, &hC0, 0;321
1p.DI3.DI(1-8);Насосы дренажн;INT (1 byte);Read;ИНР;1;68;;324
1p.DI3.DI_1;Готовность ДН1;BOOL (1 bit);Read;ИНР;1;68;&h01;324
1p.DI3.DI_2;Включен ДН1;BOOL (1 bit);Read;ИНР;1;68;&h02;324
1p.DI3.DI_3;Готовность ДН2;BOOL (1 bit);Read;ИНР;1;68;&h04;324
1p.DI3.DI_4;Включен ДН2;BOOL (1 bit);Read;ИНР;1;68;&h08;324
1p.DI3.DI_5;Готовность АН;BOOL (1 bit);Read;ИНР;1;68;&h10;324
1p.DI3.DI_6;Включен АН;BOOL (1 bit);Read;ИНР;1;68;&h20;324
1p.DI3.DI_7;Задвижка Г3 откр;BOOL (1 bit);Read;ИНР;1;68;&h40;324
1p.DI3.DI_8;Задвижка Г3 закр;BOOL (1 bit);Read;ИНР;1;68;&h80;324
1p.G2;;INT (1 byte);Read;ИНР;1;68;&h00,3, &h40,2, &h80,1, &hC0, 0;324
1p.DN1;Дренажный Насос 1;INT (1 byte);Read;ИНР;1;68;&h00,0, &h01,2, &h02,3, &h03, 1;324
1p.DN2;Дренажный Насос 2;INT (1 byte);Read;ИНР;1;68;&h00,0, &h04,2, &h08,3, &h0C, 1;324
1p.ADN;Аварийный дренажный Насос;INT (1 byte);Read;ИНР;1;68;&h00,0, &h10,2, &h20,3, &h30, 1;324
1p.DI3.DI(9-16);Задвижка Всасыв;INT (1 byte);Read;ИНР;1;69;;325
1p.DI3.DI_9;Задвижка В1 откр;BOOL (1 bit);Read;ИНР;1;69;&h01;325
1p.DI3.DI_10;Задвижка В1 закр;BOOL (1 bit);Read;ИНР;1;69;&h02;325
1p.DI3.DI_11;Задвижка В2 откр;BOOL (1 bit);Read;ИНР;1;69;&h04;325
1p.DI3.DI_12;Задвижка В2 закр;BOOL (1 bit);Read;ИНР;1;69;&h08;325
1p.DI3.DI_13;Задвижка В3 откр;BOOL (1 bit);Read;ИНР;1;69;&h10;325
1p.DI3.DI_14;Задвижка В3 закр;BOOL (1 bit);Read;ИНР;1;69;&h20;325
1p.DI3.DI_15;Задвижка В4 откр;BOOL (1 bit);Read;ИНР;1;69;&h40;325
1p.DI3.DI_16;Задвижка В4 закр;BOOL (1 bit);Read;ИНР;1;69;&h80;325
1p.NA1.B;Всасывающая задвижка;INT (1 byte);Read;ИНР;1;69;&h00,3, &h01,2, &h02,1, &h03, 0;325
1p.NA2.B;Всасывающая задвижка;INT (1 byte);Read;ИНР;1;69;&h00,3, &h04,2, &h08,1, &h0C, 0;325
1p.NA3.B;Всасывающая задвижка;INT (1 byte);Read;ИНР;1;69;&h00,3, &h10,2, &h20,1, &h30, 0;325
1p.NA4.B;Всасывающая задвижка;INT (1 byte);Read;ИНР;1;69;&h00,3, &h40,2, &h80,1, &hC0, 0;325
1p.DI4.DI(1-8);Ввод;INT (1 byte);Read;ИНР;1;72;;328
1p.DI4.DI_1;Сработал ГУ1;BOOL (1 bit);Read;ИНР;1;72;&h01;328
1p.DI4.DI_2;Сработал ГУ2;BOOL (1 bit);Read;ИНР;1;72;&h02;328
1p.DI4.DI_3;Вкл Ввод1;BOOL (1 bit);Read;ИНР;1;72;&h04;328
1p.DI4.DI_4;Авария Ввод1;BOOL (1 bit);Read;ИНР;1;72;&h08;328
1p.DI4.DI_5;Вкл Ввод2;BOOL (1 bit);Read;ИНР;1;72;&h10;328
1p.DI4.DI_6;Авария Ввод2;BOOL (1 bit);Read;ИНР;1;72;&h20;328
1p.DI4.DI_7;Вкл. ТМ1;BOOL (1 bit);Read;ИНР;1;72;&h40;328
1p.DI4.DI_8;Авария ТМ1;BOOL (1 bit);Read;ИНР;1;72;&h80;328
1p.GU1;Гаситель удара 1;BOOL (1 bit);Read;ИНР;1;72;&h01;328
1p.GU2;Гаситель удара 2;BOOL (1 bit);Read;ИНР;1;72;&h02;328
1p.Vvod1;Ввод 1;INT (1 byte);Read;ИНР;1;72;&h00,0, &h04,1, &h0C,2, &h08, 3;328
1p.TM1;Трансформатор;INT (1 byte);Read;ИНР;1;72;&h00,0, &h40,1, &hC0,2, &h80, 3;328
1p.Vvod2;Ввод 2;INT (1 byte);Read;ИНР;1;72;&h00,0, &h10,1, &h30,2, &h20, 3;328
1p.DI4.DI(9-16);Вкл. Тр и АВР;INT (1 byte);Read;ИНР;1;73;;329
1p.DI4.DI_9;Вкл. ТМ2;BOOL (1 bit);Read;ИНР;1;73;&h01;329
1p.DI4.DI_10;Авария ТМ2;BOOL (1 bit);Read;ИНР;1;73;&h02;329
1p.DI4.DI_11;Вкл. НТМИ1;BOOL (1 bit);Read;ИНР;1;73;&h04;329
1p.DI4.DI_12;Авария НТМИ1;BOOL (1 bit);Read;ИНР;1;73;&h08;329
1p.DI4.DI_13;Вкл. НТМИ2;BOOL (1 bit);Read;ИНР;1;73;&h10;329
1p.DI4.DI_14;Авария НТМИ2;BOOL (1 bit);Read;ИНР;1;73;&h20;329
1p.DI4.DI_15;Вкл АВР 6 кВ;BOOL (1 bit);Read;ИНР;1;73;&h40;329
1p.DI4.DI_16;Вкл АВР 04 кВ;BOOL (1 bit);Read;ИНР;1;73;&h80;329
1p.NTMI1;Нагрузочный тр-р;INT (1 byte);Read;ИНР;1;73;&h00,0, &h04,1, &h0C,2, &h08, 3;329
1p.TM2;Трансформатор;INT (1 byte);Read;ИНР;1;73;&h00,0, &h01,1, &h03,2, &h02, 3;329
1p.NTMI2;Нагрузочный тр-р;INT (1 byte);Read;ИНР;1;73;&h00,0, &h10,1, &h30,2, &h20, 3;329
1p.AVR6kV;Аварийный ввод 6кВ;BOOL (1 bit);Read;ИНР;1;73;&h40;329
1p.AVR04kV;Аварийный ввод 04кВ;BOOL (1 bit);Read;ИНР;1;73;&h80;329
1p.P1_NA1.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;0;;512
1p.P1_NA1.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;4;;516
1p.P2_NA2.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;8;;520
1p.P2_NA2.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;12;;524
1p.P3_NA3.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;16;;528
1p.P3_NA3.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;20;;532
1p.P4_NA4.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;24;;536
1p.P4_NA4.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;28;;540
1p.P_K1.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;32;;544
1p.P_K1.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;36;;548
1p.P_K2.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;2;40;;552
1p.P_K2.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;2;44;;556
1p.NA1.T;Время за текущий час;INT (4 bytes);Read;ИНР;2;52;;564
1p.NA1.T.(HH);Время за текущий час;INT (4 bytes);Read;ИНР;2;52;;564
1p.NA1.T.(HH-1);Время за прошедший час;INT (4 bytes);Read;ИНР;2;56;;568
1p.NA1.T.(DD);Время за текущие сутки;INT (4 bytes);Read;ИНР;2;60;;572
1p.NA1.T.(DD-1);Время за прошедшие сутки;INT (4 bytes);Read;ИНР;2;64;;576
1p.NA1.T.(MM);Время за текущие месяц;INT (4 bytes);Read;ИНР;2;68;;580
1p.NA1.T.(MM-1);Время за прошедший месяц;INT (4 bytes);Read;ИНР;2;72;;584
1p.NA1.T.(GG);Время за текущие год;INT (4 bytes);Read;ИНР;2;76;;588
1p.NA1.T.(GG-1);Время за прошедший год;INT (4 bytes);Read;ИНР;2;80;;592
1p.NA1.T.(YY);Время;INT (4 bytes);Read;ИНР;2;84;;596
1p.NA2.T;Время за текущий час;INT (4 bytes);Read;ИНР;2;88;;600
1p.NA2.T.(HH);Время за текущий час;INT (4 bytes);Read;ИНР;2;88;;600
1p.NA2.T.(HH-1);Время за прошедший час;INT (4 bytes);Read;ИНР;2;92;;604
1p.NA2.T.(DD);Время за текущие сутки;INT (4 bytes);Read;ИНР;2;96;;608
1p.NA2.T.(DD-1);Время за прошедшие сутки;INT (4 bytes);Read;ИНР;2;100;;612
1p.NA2.T.(MM);Время за текущие месяц;INT (4 bytes);Read;ИНР;2;104;;616
1p.NA2.T.(MM-1);Время за прошедший месяц;INT (4 bytes);Read;ИНР;2;108;;620
1p.NA2.T.(GG);Время за текущие год;INT (4 bytes);Read;ИНР;2;112;;624
1p.NA2.T.(GG-1);Время за прошедший год;INT (4 bytes);Read;ИНР;2;116;;628
1p.NA2.T.(YY);Время;INT (4 bytes);Read;ИНР;2;120;;632
1p.NA3.T;Время за текущий час;INT (4 bytes);Read;ИНР;2;124;;636
1p.NA3.T.(HH);Время за текущий час;INT (4 bytes);Read;ИНР;2;124;;636
1p.NA3.T.(HH-1);Время за прошедший час;INT (4 bytes);Read;ИНР;2;128;;640
1p.NA3.T.(DD);Время за текущие сутки;INT (4 bytes);Read;ИНР;2;132;;644
1p.NA3.T.(DD-1);Время за прошедшие сутки;INT (4 bytes);Read;ИНР;2;136;;648
1p.NA3.T.(MM);Время за текущие месяц;INT (4 bytes);Read;ИНР;2;140;;652
1p.NA3.T.(MM-1);Время за прошедший месяц;INT (4 bytes);Read;ИНР;2;144;;656
1p.NA3.T.(GG);Время за текущие год;INT (4 bytes);Read;ИНР;2;148;;660
1p.NA3.T.(GG-1);Время за прошедший год;INT (4 bytes);Read;ИНР;2;152;;664
1p.NA3.T.(YY);Время;INT (4 bytes);Read;ИНР;2;156;;668
1p.NA4.T;Время за текущий час;INT (4 bytes);Read;ИНР;2;160;;672
1p.NA4.T.(HH);Время за текущий час;INT (4 bytes);Read;ИНР;2;160;;672
1p.NA4.T.(HH-1);Время за прошедший час;INT (4 bytes);Read;ИНР;2;164;;676
1p.NA4.T.(DD);Время за текущие сутки;INT (4 bytes);Read;ИНР;2;168;;680
1p.NA4.T.(DD-1);Время за прошедшие сутки;INT (4 bytes);Read;ИНР;2;172;;684
1p.NA4.T.(MM);Время за текущие месяц;INT (4 bytes);Read;ИНР;2;176;;688
1p.NA4.T.(MM-1);Время за прошедший месяц;INT (4 bytes);Read;ИНР;2;180;;692
1p.NA4.T.(GG);Время за текущие год;INT (4 bytes);Read;ИНР;2;184;;696
1p.NA4.T.(GG-1);Время за прошедший год;INT (4 bytes);Read;ИНР;2;188;;700
1p.NA4.T.(YY);Время;INT (4 bytes);Read;ИНР;2;192;;704
1p.NA1.T.(MMh);Время за текущий месяц в часах;FLOAT (4 bytes);Read;ИНР;2;196;;708
1p.NA1.T.(MM-1h);Время за прошедш месяц в часах;FLOAT (4 bytes);Read;ИНР;2;200;;712
1p.NA1.T.(GGh);Время за текущий год в часах;FLOAT (4 bytes);Read;ИНР;2;204;;716
1p.NA1.T.(GG-1h);Время за прошедш год в часах;FLOAT (4 bytes);Read;ИНР;2;208;;720
1p.NA2.T.(MMh);Время за текущий месяц в часах;FLOAT (4 bytes);Read;ИНР;2;212;;724
1p.NA2.T.(MM-1h);Время за прошедш месяц в часах;FLOAT (4 bytes);Read;ИНР;2;216;;728
1p.NA2.T.(GGh);Время за текущий год в часах;FLOAT (4 bytes);Read;ИНР;2;220;;732
1p.NA2.T.(GG-1h);Время за прошедш год в часах;FLOAT (4 bytes);Read;ИНР;2;224;;736
1p.NA3.T.(MMh);Время за текущий месяц в часах;FLOAT (4 bytes);Read;ИНР;2;228;;740
1p.NA3.T.(MM-1h);Время за прошедш месяц в часах;FLOAT (4 bytes);Read;ИНР;2;232;;744
1p.NA3.T.(GGh);Время за текущий год в часах;FLOAT (4 bytes);Read;ИНР;2;236;;748
1p.NA3.T.(GG-1h);Время за прошедш год в часах;FLOAT (4 bytes);Read;ИНР;2;240;;752
1p.NA4.T.(MMh);Время за текущий месяц в часах;FLOAT (4 bytes);Read;ИНР;2;244;;756
1p.NA4.T.(MM-1h);Время за прошедш месяц в часах;FLOAT (4 bytes);Read;ИНР;2;248;;760
1p.NA4.T.(GGh);Время за текущий год в часах;FLOAT (4 bytes);Read;ИНР;2;252;;764
1p.Schetchik2.UA;Напряжение А;FLOAT (4 bytes);Read;ИНР;3;0;;768
1p.Schetchik2.UB;Напряжение B;FLOAT (4 bytes);Read;ИНР;3;4;;772
1p.Schetchik2.UC;Напряжение C;FLOAT (4 bytes);Read;ИНР;3;8;;776
1p.Schetchik2.P;Активная мощность;FLOAT (4 bytes);Read;ИНР;3;12;;780
1p.Schetchik2.Q;Реактивная мощность;FLOAT (4 bytes);Read;ИНР;3;16;;784
1p.Schetchik2.S;Полная мощность;FLOAT (4 bytes);Read;ИНР;3;20;;788
1p.Schetchik2.IA;Ток А;FLOAT (4 bytes);Read;ИНР;3;24;;792
1p.Schetchik2.IB;Ток B;FLOAT (4 bytes);Read;ИНР;3;28;;796
1p.Schetchik2.IC;Ток C;FLOAT (4 bytes);Read;ИНР;3;32;;800
1p.Schetchik2.F;Частота сети;FLOAT (4 bytes);Read;ИНР;3;36;;804
1p.Schetchik2.SS;Секунды;INT (1 byte);Read;ИНР;3;40;;808
1p.Schetchik2.NN;Минуты;INT (1 byte);Read;ИНР;3;44;;812
1p.Schetchik2.HH;Часы;INT (1 byte);Read;ИНР;3;48;;816
1p.Schetchik2.DD;Число;INT (1 byte);Read;ИНР;3;52;;820
1p.Schetchik2.MM;Месяц;INT (1 byte);Read;ИНР;3;56;;824
1p.Schetchik2.YY;Год;INT (1 byte);Read;ИНР;3;60;;828
1p.Schetchik2.t;температура;INT (1 byte);Read;ИНР;3;64;;832
1p.Schetchik2.MBS2;Ошибка обмена Сч2;BOOL (1 bit);Read;ИНР;3;68;&h01;836
1p.Schetchik2;Э/счетчик;FLOAT (4 bytes);Read;ИНР;3;76;;844
1p.Schetchik2.A+;Накопл. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;76;;844
1p.Schetchik2.R+;Накопл. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;80;;848
1p.Schetchik2.A+(YY);Тек. год акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;84;;852
1p.Schetchik2.R+(YY);Тек. год реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;88;;856
1p.Schetchik2.A+(YY-1);Пред. год акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;92;;860
1p.Schetchik2.R+(YY-1);Пред. год реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;96;;864
1p.Schetchik2.A+(DD);Тек. сут. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;100;;868
1p.Schetchik2.R+(DD);Тек. сут. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;104;;872
1p.Schetchik2.A+(DD-1);Пред. сут. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;108;;876
1p.Schetchik2.R+(DD-1);Пред. сут. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;112;;880
1p.Schetchik2.A+(MM_1);Янв. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;116;;884
1p.Schetchik2.R+(MM_1);Янв. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;120;;888
1p.Schetchik2.A+(MM_2);Фев. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;124;;892
1p.Schetchik2.R+(MM_2);Фев. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;128;;896
1p.Schetchik2.A+(MM_3);Мар. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;132;;900
1p.Schetchik2.R+(MM_3);Мар. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;136;;904
1p.Schetchik2.A+(MM_4);Апр. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;140;;908
1p.Schetchik2.R+(MM_4);Апр. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;144;;912
1p.Schetchik2.A+(MM_5);Май акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;148;;916
1p.Schetchik2.R+(MM_5);Май реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;152;;920
1p.Schetchik2.A+(MM_6);Июн акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;156;;924
1p.Schetchik2.R+(MM_6);Июн реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;160;;928
1p.Schetchik2.A+(MM_7);Июл акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;164;;932
1p.Schetchik2.R+(MM_7);Июл реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;168;;936
1p.Schetchik2.A+(MM_8);Авг. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;172;;940
1p.Schetchik2.R+(MM_8);Авг. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;176;;944
1p.Schetchik2.A+(MM_9);Сен. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;180;;948
1p.Schetchik2.R+(MM_9);Сен. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;184;;952
1p.Schetchik2.A+(MM_10);Окт. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;188;;956
1p.Schetchik2.R+(MM_10);Окт. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;192;;960
1p.Schetchik2.A+(MM_11);Ноя. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;196;;964
1p.Schetchik2.R+(MM_11);Ноя. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;200;;968
1p.Schetchik2.A+(MM_12);Дек. акт. в прям.;FLOAT (4 bytes);Read;ИНР;3;204;;972
1p.Schetchik2.R+(MM_12);Дек. реакт. в прям.;FLOAT (4 bytes);Read;ИНР;3;208;;976
1p.Schetchik1.UA;Напряжение А;FLOAT (4 bytes);Read;ИНР;4;0;;1024
1p.Schetchik1.UB;Напряжение B;FLOAT (4 bytes);Read;ИНР;4;4;;1028
1p.Schetchik1.UC;Напряжение C;FLOAT (4 bytes);Read;ИНР;4;8;;1032
1p.Schetchik1.P;Активная мощность;FLOAT (4 bytes);Read;ИНР;4;12;;1036
1p.Schetchik1.Q;Реактивная мощность;FLOAT (4 bytes);Read;ИНР;4;16;;1040
1p.Schetchik1.S;Полная мощность;FLOAT (4 bytes);Read;ИНР;4;20;;1044
1p.Schetchik1.IA;Ток А;FLOAT (4 bytes);Read;ИНР;4;24;;1048
1p.Schetchik1.IB;Ток B;FLOAT (4 bytes);Read;ИНР;4;28;;1052
1p.Schetchik1.IC;Ток C;FLOAT (4 bytes);Read;ИНР;4;32;;1056
1p.Schetchik1.F;Частота сети;FLOAT (4 bytes);Read;ИНР;4;36;;1060
1p.Schetchik1.SS;Секунды;INT (1 byte);Read;ИНР;4;40;;1064
