tag_full_name;description;data_type;direction;ab_type;ab_addr;ab_off;selector;other
Filters.Filter1.FlowA.top;Диапазан max значение;FLOAT (4 bytes);W;ANY;24;14;;, , , , , , Single
Filters.Filter1.Level.lower;Диапазан min значение;FLOAT (4 bytes);R;ИНР;0;56;;, , , , , , 
Filters.Filter1.Level.lower;Диапазан min значение;FLOAT (4 bytes);W;ANY;24;15;;, , , , , , Single
Filters.Filter1.Level.top;Диапазан max значение;FLOAT (4 bytes);R;ИНР;0;60;;, , , , , , 
Filters.Filter1.Level.top;Диапазан max значение;FLOAT (4 bytes);W;ANY;24;16;;, , , , , , Single
Filters.Filter1.Regulator.Out_RIM;Выход РИМ;FLOAT (4 bytes);R;ИНР;0;64;;, , , , , , 
Filters.Filter1.Regulator.Delta;Рассогласование;FLOAT (4 bytes);R;ИНР;0;68;;, , , , , , 
Filters.Filter1.Valve1.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;0;72;;, , , , , , 
Filters.Filter1.Valve1.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;24;19;;, , , , , , Single
Filters.Filter1.Valve2.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;0;76;;, , , , , , 
Filters.Filter1.Valve2.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;24;20;;, , , , , , Single
Filters.Filter1.Valve3.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;0;80;;, , , , , , 
Filters.Filter1.Valve3.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;24;21;;, , , , , , Single
Filters.Filter1.Valve4.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;0;84;;, , , , , , 
Filters.Filter1.Valve4.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;24;22;;, , , , , , Single
Filters.Filter1.Valve1.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;0;88;;, , , , , , 
Filters.Filter1.Valve1.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;24;23;;, , , , , , Single
Filters.Filter1.Valve2.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;0;92;;, , , , , , 
Filters.Filter1.Valve2.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;24;24;;, , , , , , Single
Filters.Filter1.Valve3.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;0;96;;, , , , , , 
Filters.Filter1.Valve3.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;24;25;;, , , , , , Single
Filters.Filter1.Valve4.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;0;100;;, , , , , , 
Filters.Filter1.Valve4.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;24;26;;, , , , , , Single
Filters.Filter1.Regulator.V;Задание уровня фильтрации;FLOAT (4 bytes);R;ИНР;0;104;;, , , 100, 200, , 
Filters.Filter1.Regulator.V;Задание уровня фильтрации;FLOAT (4 bytes);W;ANY;24;27;;, , , 100, 200, , Single
Filters.Filter1.Regulator.Km;Маштабный коэффициент Км;FLOAT (4 bytes);R;ИНР;0;108;;, , , , , , 
Filters.Filter1.Regulator.Km;Маштабный коэффициент Км;FLOAT (4 bytes);W;ANY;24;28;;, , , , , , Single
Filters.Filter1.Regulator.Tf;Постоянная времени Тф;FLOAT (4 bytes);R;ИНР;0;112;;, , , , , , 
Filters.Filter1.Regulator.Tf;Постоянная времени Тф;FLOAT (4 bytes);W;ANY;24;29;;, , , , , , Single
Filters.Filter1.Regulator.dX;Зона нечуствительность регулятора;FLOAT (4 bytes);R;ИНР;0;116;;, , , , , , 
Filters.Filter1.Regulator.dX;Зона нечуствительность регулятора;FLOAT (4 bytes);W;ANY;24;30;;, , , , , , Single
Filters.Filter1.Regulator.Kp;Коэффициент пропорционости Кп;FLOAT (4 bytes);R;ИНР;0;120;;, , , , , , 
Filters.Filter1.Regulator.Kp;Коэффициент пропорционости Кп;FLOAT (4 bytes);W;ANY;24;31;;, , , , , , Single
Filters.Filter1.Regulator.Ti;Постоянная времени интегрирования Ти;FLOAT (4 bytes);R;ИНР;0;124;;, , , , , , 
Filters.Filter1.Regulator.Ti;Постоянная времени интегрирования Ти;FLOAT (4 bytes);W;ANY;24;32;;, , , , , , Single
Filters.Filter1.Regulator.Kd;Постоянная времени дифференцирования Кд;FLOAT (4 bytes);R;ИНР;0;128;;, , , , , , 
Filters.Filter1.Regulator.Kd;Постоянная времени дифференцирования Кд;FLOAT (4 bytes);W;ANY;24;33;;, , , , , , Single
Filters.Filter1.Regulator.Tm;Время полного хода испол-го механизма Тм;FLOAT (4 bytes);R;ИНР;0;132;;, , , , , , 
Filters.Filter1.Regulator.Tm;Время полного хода испол-го механизма Тм;FLOAT (4 bytes);W;ANY;24;34;;, , , , , , Single
Filters.Filter1.Valve1;Задвижка Z1;INT (1 byte);R;ИНР;0;136;;, , , , , , 
Filters.Filter1.Valve1.Motor;Привод;INT (1 byte);R;ИНР;0;138;;, , , , , , 
Filters.Filter1.Valve1.Motor;Привод;INT (1 byte);W;ДКМ;15;0;;, , , , , , Byte
Filters.Filter1.Valve2;Задвижка Z2;INT (1 byte);R;ИНР;0;140;;, , , , , , 
Filters.Filter1.Valve2.Motor;Привод;INT (1 byte);R;ИНР;0;142;;, , , , , , 
Filters.Filter1.Valve2.Motor;Привод;INT (1 byte);W;ДКМ;15;0;;, , , , , , Byte
Filters.Filter1.Valve3;Задвижка Z3;INT (1 byte);R;ИНР;0;144;;, , , , , , 
Filters.Filter1.Valve3.Motor;Привод;INT (1 byte);R;ИНР;0;146;;, , , , , , 
Filters.Filter1.Valve3.Motor;Привод;INT (1 byte);W;ДКМ;15;0;;, , , , , , Byte
Filters.Filter1.Valve4;Задвижка Z4;INT (1 byte);R;ИНР;0;148;;, , , , , , 
Filters.Filter1.Valve4.Motor;Привод;INT (1 byte);R;ИНР;0;150;;, , , , , , 
Filters.Filter1.Valve4.Motor;Привод;INT (1 byte);W;ДКМ;15;0;;, , , , , , Byte
Filters.Filter1.Valve1.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;0;152;&h40;, , , , , , 
Filters.Filter1.Valve1.State.Open;Открытие;BOOL (1 bit);R;ИНР;0;152;&h01;, , , , , , 
Filters.Filter1.Valve1.State.Close;Закрытие;BOOL (1 bit);R;ИНР;0;152;&h02;, , , , , , 
Filters.Filter1.Valve1.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;0;152;&h04;, , , , , , 
Filters.Filter1.Valve1.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;0;152;&h08;, , , , , , 
Filters.Filter1.Valve1.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;0;152;&h10;, , , , , , 
Filters.Filter1.Valve1.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;0;152;&h20;, , , , , , 
Filters.Filter1.Valve2.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;0;153;&h40;, , , , , , 
Filters.Filter1.Valve2.State.Open;Открытие;BOOL (1 bit);R;ИНР;0;153;&h01;, , , , , , 
Filters.Filter1.Valve2.State.Close;Закрытие;BOOL (1 bit);R;ИНР;0;153;&h02;, , , , , , 
Filters.Filter1.Valve2.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;0;153;&h04;, , , , , , 
Filters.Filter1.Valve2.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;0;153;&h08;, , , , , , 
Filters.Filter1.Valve2.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;0;153;&h10;, , , , , , 
Filters.Filter1.Valve2.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;0;153;&h20;, , , , , , 
Filters.Filter1.Valve3.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;0;154;&h40;, , , , , , 
Filters.Filter1.Valve3.State.Open;Открытие;BOOL (1 bit);R;ИНР;0;154;&h01;, , , , , , 
Filters.Filter1.Valve3.State.Close;Закрытие;BOOL (1 bit);R;ИНР;0;154;&h02;, , , , , , 
Filters.Filter1.Valve3.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;0;154;&h04;, , , , , , 
Filters.Filter1.Valve3.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;0;154;&h08;, , , , , , 
Filters.Filter1.Valve3.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;0;154;&h10;, , , , , , 
Filters.Filter1.Valve3.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;0;154;&h20;, , , , , , 
Filters.Filter1.Valve4.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;0;155;&h40;, , , , , , 
Filters.Filter1.Valve4.State.Open;Открытие;BOOL (1 bit);R;ИНР;0;155;&h01;, , , , , , 
Filters.Filter1.Valve4.State.Close;Закрытие;BOOL (1 bit);R;ИНР;0;155;&h02;, , , , , , 
Filters.Filter1.Valve4.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;0;155;&h04;, , , , , , 
Filters.Filter1.Valve4.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;0;155;&h08;, , , , , , 
Filters.Filter1.Valve4.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;0;155;&h10;, , , , , , 
Filters.Filter1.Valve4.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;0;155;&h20;, , , , , , 
Filters.Filter1.Regulator.Ti_FIV;Mix длительность импульса;FLOAT (4 bytes);R;ИНР;0;156;;, , , , , , 
Filters.Filter1.Regulator.Ti_FIV;Mix длительность импульса;FLOAT (4 bytes);W;ANY;24;40;;, , , , , , Single
Filters.Filter2.Valve1.PosA;Положение %;FLOAT (4 bytes);R;ИНР;1;0;;1, 0, , -1, 101, , 
Filters.Filter2.Valve2.PosA;Положение %;FLOAT (4 bytes);R;ИНР;1;4;;1, 0, , -1, 101, , 
Filters.Filter2.Valve3.PosA;Положение %;FLOAT (4 bytes);R;ИНР;1;8;;1, 0, , -1, 101, , 
Filters.Filter2.Valve4.PosA;Положение %;FLOAT (4 bytes);R;ИНР;1;12;;1, 0, , -1, 101, , 
Filters.Filter2;Расход;FLOAT (4 bytes);R;ИНР;1;16;;, , , , , , 
Filters.Filter2.FlowA;Расход;FLOAT (4 bytes);R;ИНР;1;16;;1, 0, , 500, 1250, , 
Filters.Filter2.Level;Уровень;FLOAT (4 bytes);R;ИНР;1;20;;1, 0, , 75, 210, , 
Filters.Filter2.Valve1.Mode;Режим А/Р;BOOL (1 bit);R;ИНР;1;32;&h08;, , , , , , 
Filters.Filter2.Valve1.Open;Открыта;BOOL (1 bit);R;ИНР;1;32;&h01;, , , , , , 
Filters.Filter2.Valve1.Close;Закрыта;BOOL (1 bit);R;ИНР;1;32;&h02;, , , , , , 
Filters.Filter2.Valve1.Drive;Вкл/Откл привода;BOOL (1 bit);R;ИНР;1;32;&h04;, , , , , , 
Filters.Filter2.Valve2.Mode;Режим А/Р;BOOL (1 bit);R;ИНР;1;32;&h80;, , , , , , 
Filters.Filter2.Valve2.Open;Открыта;BOOL (1 bit);R;ИНР;1;32;&h10;, , , , , , 
Filters.Filter2.Valve2.Close;Закрыта;BOOL (1 bit);R;ИНР;1;32;&h20;, , , , , , 
Filters.Filter2.Valve2.Drive;Вкл/Откл привода;BOOL (1 bit);R;ИНР;1;32;&h40;, , , , , , 
Filters.Filter2.Valve3.Mode;Режим А/Р;BOOL (1 bit);R;ИНР;1;33;&h08;, , , , , , 
Filters.Filter2.Valve3.Open;Открыта;BOOL (1 bit);R;ИНР;1;33;&h01;, , , , , , 
Filters.Filter2.Valve3.Close;Закрыта;BOOL (1 bit);R;ИНР;1;33;&h02;, , , , , , 
Filters.Filter2.Valve3.Drive;Вкл/Откл привода;BOOL (1 bit);R;ИНР;1;33;&h04;, , , , , , 
Filters.Filter2.Valve4.Mode;Режим А/Р;BOOL (1 bit);R;ИНР;1;33;&h80;, , , , , , 
Filters.Filter2.Valve4.Open;Открыта;BOOL (1 bit);R;ИНР;1;33;&h10;, , , , , , 
Filters.Filter2.Valve4.Close;Закрыта;BOOL (1 bit);R;ИНР;1;33;&h20;, , , , , , 
Filters.Filter2.Valve4.Drive;Вкл/Откл привода;BOOL (1 bit);R;ИНР;1;33;&h40;, , , , , , 
Filters.Filter2.Regulator;Регулятор;BOOL (1 bit);R;ИНР;1;34;&h10;, , , , , , 
Filters.Filter2.Regulator.Auto;Вкл/Откл регулятор;INT (1 byte);R;ИНР;1;34;;, , , , , , 
Filters.Filter2.Regulator.Auto;Вкл/Откл регулятор;INT (1 byte);W;ДКМ;95;0;;, , , , , , Byte
Filters.Filter2.Valve1.In open;Открывается;BOOL (1 bit);R;ИНР;1;34;&h40;, , , , , , 
Filters.Filter2.Valve1.In close;Закрывается;BOOL (1 bit);R;ИНР;1;34;&h80;, , , , , , 
Filters.Filter2.Valve2.In open;Открывается;BOOL (1 bit);R;ИНР;1;35;&h01;, , , , , , 
Filters.Filter2.Valve2.In close;Закрывается;BOOL (1 bit);R;ИНР;1;35;&h02;, , , , , , 
Filters.Filter2.Valve3.In open;Открывается;BOOL (1 bit);R;ИНР;1;35;&h04;, , , , , , 
Filters.Filter2.Valve3.In close;Закрывается;BOOL (1 bit);R;ИНР;1;35;&h08;, , , , , , 
Filters.Filter2.Valve4.In open;Открывается;BOOL (1 bit);R;ИНР;1;35;&h10;, , , , , , 
Filters.Filter2.Valve4.In close;Закрывается;BOOL (1 bit);R;ИНР;1;35;&h20;, , , , , , 
Filters.Filter2.FlowA.lower;Диапазан min значение;FLOAT (4 bytes);R;ИНР;1;48;;, , , , , , 
Filters.Filter2.FlowA.lower;Диапазан min значение;FLOAT (4 bytes);W;ANY;104;13;;, , , , , , Single
Filters.Filter2.FlowA.top;Диапазан max значение;FLOAT (4 bytes);R;ИНР;1;52;;, , , , , , 
Filters.Filter2.FlowA.top;Диапазан max значение;FLOAT (4 bytes);W;ANY;104;14;;, , , , , , Single
Filters.Filter2.Level.lower;Диапазан min значение;FLOAT (4 bytes);R;ИНР;1;56;;, , , , , , 
Filters.Filter2.Level.lower;Диапазан min значение;FLOAT (4 bytes);W;ANY;104;15;;, , , , , , Single
Filters.Filter2.Level.top;Диапазан max значение;FLOAT (4 bytes);R;ИНР;1;60;;, , , , , , 
Filters.Filter2.Level.top;Диапазан max значение;FLOAT (4 bytes);W;ANY;104;16;;, , , , , , Single
Filters.Filter2.Regulator.Out_RIM;Выход РИМ;FLOAT (4 bytes);R;ИНР;1;64;;, , , , , , 
Filters.Filter2.Regulator.Delta;Рассогласование;FLOAT (4 bytes);R;ИНР;1;68;;, , , , , , 
Filters.Filter2.Valve1.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;1;72;;, , , , , , 
Filters.Filter2.Valve1.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;104;19;;, , , , , , Single
Filters.Filter2.Valve2.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;1;76;;, , , , , , 
Filters.Filter2.Valve2.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;104;20;;, , , , , , Single
Filters.Filter2.Valve3.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;1;80;;, , , , , , 
Filters.Filter2.Valve3.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;104;21;;, , , , , , Single
Filters.Filter2.Valve4.Zd PosA;Задание положения;FLOAT (4 bytes);R;ИНР;1;84;;, , , , , , 
Filters.Filter2.Valve4.Zd PosA;Задание положения;FLOAT (4 bytes);W;ANY;104;22;;, , , , , , Single
Filters.Filter2.Valve1.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;1;88;;, , , , , , 
Filters.Filter2.Valve1.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;104;23;;, , , , , , Single
Filters.Filter2.Valve2.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;1;92;;, , , , , , 
Filters.Filter2.Valve2.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;104;24;;, , , , , , Single
Filters.Filter2.Valve3.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;1;96;;, , , , , , 
Filters.Filter2.Valve3.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;104;25;;, , , , , , Single
Filters.Filter2.Valve4.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);R;ИНР;1;100;;, , , , , , 
Filters.Filter2.Valve4.Time PosA;Время полного хода задвижки;FLOAT (4 bytes);W;ANY;104;26;;, , , , , , Single
Filters.Filter2.Regulator.V;Задание уровня фильтрации;FLOAT (4 bytes);R;ИНР;1;104;;, , , 100, 200, , 
Filters.Filter2.Regulator.V;Задание уровня фильтрации;FLOAT (4 bytes);W;ANY;104;27;;, , , 100, 200, , Single
Filters.Filter2.Regulator.Km;Маштабный коэффициент Км;FLOAT (4 bytes);R;ИНР;1;108;;, , , , , , 
Filters.Filter2.Regulator.Km;Маштабный коэффициент Км;FLOAT (4 bytes);W;ANY;104;28;;, , , , , , Single
Filters.Filter2.Regulator.Tf;Постоянная времени Тф;FLOAT (4 bytes);R;ИНР;1;112;;, , , , , , 
Filters.Filter2.Regulator.Tf;Постоянная времени Тф;FLOAT (4 bytes);W;ANY;104;29;;, , , , , , Single
Filters.Filter2.Regulator.dX;Зона нечуствительность регулятора;FLOAT (4 bytes);R;ИНР;1;116;;, , , , , , 
Filters.Filter2.Regulator.dX;Зона нечуствительность регулятора;FLOAT (4 bytes);W;ANY;104;30;;, , , , , , Single
Filters.Filter2.Regulator.Kp;Коэффициент пропорционости Кп;FLOAT (4 bytes);R;ИНР;1;120;;, , , , , , 
Filters.Filter2.Regulator.Kp;Коэффициент пропорционости Кп;FLOAT (4 bytes);W;ANY;104;31;;, , , , , , Single
Filters.Filter2.Regulator.Ti;Постоянная времени интегрирования Ти;FLOAT (4 bytes);R;ИНР;1;124;;, , , , , , 
Filters.Filter2.Regulator.Ti;Постоянная времени интегрирования Ти;FLOAT (4 bytes);W;ANY;104;32;;, , , , , , Single
Filters.Filter2.Regulator.Kd;Постоянная времени дифференцирования Кд;FLOAT (4 bytes);R;ИНР;1;128;;, , , , , , 
Filters.Filter2.Regulator.Kd;Постоянная времени дифференцирования Кд;FLOAT (4 bytes);W;ANY;24;33;;, , , , , , Single
Filters.Filter2.Regulator.Tm;Время полного хода испол-го механизма Тм;FLOAT (4 bytes);R;ИНР;1;132;;, , , , , , 
Filters.Filter2.Regulator.Tm;Время полного хода испол-го механизма Тм;FLOAT (4 bytes);W;ANY;24;34;;, , , , , , Single
Filters.Filter2.Valve1;Задвижка Z1;INT (1 byte);R;ИНР;1;136;;, , , , , , 
Filters.Filter2.Valve1.Motor;Привод;INT (1 byte);R;ИНР;1;138;;, , , , , , 
Filters.Filter2.Valve1.Motor;Привод;INT (1 byte);W;ДКМ;95;0;;, , , , , , Byte
Filters.Filter2.Valve2;Задвижка Z2;INT (1 byte);R;ИНР;1;140;;, , , , , , 
Filters.Filter2.Valve2.Motor;Привод;INT (1 byte);R;ИНР;1;142;;, , , , , , 
Filters.Filter2.Valve2.Motor;Привод;INT (1 byte);W;ДКМ;95;0;;, , , , , , Byte
Filters.Filter2.Valve3;Задвижка Z3;INT (1 byte);R;ИНР;1;144;;, , , , , , 
Filters.Filter2.Valve3.Motor;Привод;INT (1 byte);R;ИНР;1;146;;, , , , , , 
Filters.Filter2.Valve3.Motor;Привод;INT (1 byte);W;ДКМ;95;0;;, , , , , , Byte
Filters.Filter2.Valve4;Задвижка Z4;INT (1 byte);R;ИНР;1;148;;, , , , , , 
Filters.Filter2.Valve4.Motor;Привод;INT (1 byte);R;ИНР;1;150;;, , , , , , 
Filters.Filter2.Valve4.Motor;Привод;INT (1 byte);W;ДКМ;95;0;;, , , , , , Byte
Filters.Filter2.Valve1.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;1;152;&h40;, , , , , , 
Filters.Filter2.Valve1.State.Open;Открытие;BOOL (1 bit);R;ИНР;1;152;&h01;, , , , , , 
Filters.Filter2.Valve1.State.Close;Закрытие;BOOL (1 bit);R;ИНР;1;152;&h02;, , , , , , 
Filters.Filter2.Valve1.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;1;152;&h04;, , , , , , 
Filters.Filter2.Valve1.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;1;152;&h08;, , , , , , 
Filters.Filter2.Valve1.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;1;152;&h10;, , , , , , 
Filters.Filter2.Valve1.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;1;152;&h20;, , , , , , 
Filters.Filter2.Valve2.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;1;153;&h40;, , , , , , 
Filters.Filter2.Valve2.State.Open;Открытие;BOOL (1 bit);R;ИНР;1;153;&h01;, , , , , , 
Filters.Filter2.Valve2.State.Close;Закрытие;BOOL (1 bit);R;ИНР;1;153;&h02;, , , , , , 
Filters.Filter2.Valve2.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;1;153;&h04;, , , , , , 
Filters.Filter2.Valve2.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;1;153;&h08;, , , , , , 
Filters.Filter2.Valve2.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;1;153;&h10;, , , , , , 
Filters.Filter2.Valve2.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;1;153;&h20;, , , , , , 
Filters.Filter2.Valve3.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;1;154;&h40;, , , , , , 
Filters.Filter2.Valve3.State.Open;Открытие;BOOL (1 bit);R;ИНР;1;154;&h01;, , , , , , 
Filters.Filter2.Valve3.State.Close;Закрытие;BOOL (1 bit);R;ИНР;1;154;&h02;, , , , , , 
Filters.Filter2.Valve3.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;1;154;&h04;, , , , , , 
Filters.Filter2.Valve3.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;1;154;&h08;, , , , , , 
Filters.Filter2.Valve3.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;1;154;&h10;, , , , , , 
Filters.Filter2.Valve3.State.Error valve;Неверное исходное состояние задвижки;BOOL (1 bit);R;ИНР;1;154;&h20;, , , , , , 
Filters.Filter2.Valve4.State;Неверная команда или комбинация команд;BOOL (1 bit);R;ИНР;1;155;&h40;, , , , , , 
Filters.Filter2.Valve4.State.Open;Открытие;BOOL (1 bit);R;ИНР;1;155;&h01;, , , , , , 
Filters.Filter2.Valve4.State.Close;Закрытие;BOOL (1 bit);R;ИНР;1;155;&h02;, , , , , , 
Filters.Filter2.Valve4.State.Time open;Таймаут Вкл. контактора;BOOL (1 bit);R;ИНР;1;155;&h04;, , , , , , 
Filters.Filter2.Valve4.State.Time sensor;Таймаут датчика;BOOL (1 bit);R;ИНР;1;155;&h08;, , , , , , 
Filters.Filter2.Valve4.State.Time valve;Таумаут полного хода;BOOL (1 bit);R;ИНР;1;155;&h10;, , , , , , 
