tag_full_name;description;data_type;direction;ab_type;ab_addr;ab_off;selector;other
sulfat.U_backup_R1;Напряжение 24В резервное Шкаф1;BOOL (1 bit);R;ИНР;0;60;;1, 0, , 0, 3000, , 
sulfat.Fault;Неисправность (лампа на шкафу);BOOL (1 bit);R;ИНР;0;64;;1, 0, , 0, 3000, , 
sulfat.On_np1;Управление насосом перекачки НП1;BOOL (1 bit);R;ИНР;0;68;;1, 0, , 0, 3000, , 
sulfat.On_np2;Управление насосом перекачки НП2;BOOL (1 bit);R;ИНР;0;72;;1, 0, , 0, 3000, , 
sulfat.On_np3;Управление насосом перекачки НП3;BOOL (1 bit);R;ИНР;0;76;;1, 0, , 0, 3000, , 
sulfat.L_ed1_work2;Уровень Р2 в расходной ёмкости ЕД1;BOOL (1 bit);R;ИНР;0;80;;1, 0, , 0, 3000, , 
sulfat.L_ed2_work2;Уровень Р2 в расходной ёмкости ЕД2;BOOL (1 bit);R;ИНР;0;84;;1, 0, , 0, 3000, , 
sulfat.L_ed3_work2;Уровень Р2 в расходной ёмкости ЕД3;BOOL (1 bit);R;ИНР;0;88;;1, 0, , 0, 3000, , 
sulfat.L_ed1_max;Уровень макс. в расходной ёмкости ЕД1;BOOL (1 bit);R;ИНР;0;92;;1, 0, , 0, 3000, , 
sulfat.L_ed2_max;Уровень макс. в расходной ёмкости ЕД2;BOOL (1 bit);R;ИНР;0;96;;1, 0, , 0, 3000, , 
sulfat.L_ed3_max;Уровень макс. в расходной ёмкости ЕД3;BOOL (1 bit);R;ИНР;0;100;;1, 0, , 0, 3000, , 
sulfat.L_ed1_work1;Уровень Р1 в расходной ёмкости ЕД1;BOOL (1 bit);R;ИНР;0;104;;1, 0, , 0, 3000, , 
sulfat.L_ed2_work1;Уровень Р1 в расходной ёмкости ЕД2;BOOL (1 bit);R;ИНР;0;108;;1, 0, , 0, 3000, , 
sulfat.L_ed3_work1;Уровень Р1 в расходной ёмкости ЕД3;BOOL (1 bit);R;ИНР;0;112;;1, 0, , 0, 3000, , 
sulfat.L_ed1_work3;Уровень Р3 в расходной ёмкости ЕД1;BOOL (1 bit);R;ИНР;0;116;;1, 0, , 0, 3000, , 
sulfat.L_ed2_work3;Уровень Р3 в расходной ёмкости ЕД2;BOOL (1 bit);R;ИНР;0;120;;1, 0, , 0, 3000, , 
sulfat.L_ed3_work3;Уровень Р3 в расходной ёмкости ЕД3;BOOL (1 bit);R;ИНР;0;124;;1, 0, , 0, 3000, , 
sulfat.Access_schit;Контроль доступа в щитовую;BOOL (1 bit);R;ИНР;0;128;;1, 0, , 0, 3000, , 
sulfat.Access_mashzal;Контроль доступа в машзал;BOOL (1 bit);R;ИНР;0;132;;1, 0, , 0, 3000, , 
sulfat.Fire_alarm;Сигнал с прибора пожарной сигнализации;BOOL (1 bit);R;ИНР;0;136;;1, 0, , 0, 3000, , 
sulfat.L_ed1_min;Уровень мин. в расходной ёмкости ЕД1;BOOL (1 bit);R;ИНР;0;140;;1, 0, , 0, 3000, , 
sulfat.L_ed2_min;Уровень мин. в расходной ёмкости ЕД2;BOOL (1 bit);R;ИНР;0;144;;1, 0, , 0, 3000, , 
sulfat.L_ed3_min;Уровень мин. в расходной ёмкости ЕД3;BOOL (1 bit);R;ИНР;0;148;;1, 0, , 0, 3000, , 
sulfat.Fault_nd1;Неисправность насоса-дозатора НД1;BOOL (1 bit);R;ИНР;0;152;;1, 0, , 0, 3000, , 
sulfat.Fault_nd2;Неисправность насоса-дозатора НД2;BOOL (1 bit);R;ИНР;0;156;;1, 0, , 0, 3000, , 
sulfat.Fault_nd3;Неисправность насоса-дозатора НД3;BOOL (1 bit);R;ИНР;0;160;;1, 0, , 0, 3000, , 
sulfat.Fault_nd4;Неисправность насоса-дозатора НД4;BOOL (1 bit);R;ИНР;0;164;;1, 0, , 0, 3000, , 
sulfat.Fault_nd5;Неисправность насоса-дозатора НД5;BOOL (1 bit);R;ИНР;0;168;;1, 0, , 0, 3000, , 
sulfat.Fault_nd6;Неисправность насоса-дозатора НД6;BOOL (1 bit);R;ИНР;0;172;;1, 0, , 0, 3000, , 
sulfat.Vent_input;Состояние вентилятора на всасе (вкл./откл);BOOL (1 bit);R;ИНР;0;176;;1, 0, , 0, 3000, , 
sulfat.Vent_output;Состояние вентилятора на вытяжке (вкл./откл);BOOL (1 bit);R;ИНР;0;180;;1, 0, , 0, 3000, , 
sulfat.Neispr;Неисправный вход (Производительность НД1);FLOAT (4 bytes);R;ИНР;0;184;;1, 0, , 0, 3000, , 
sulfat.N_nd1;Производительность насоса-дозатора НД1;FLOAT (4 bytes);R;ИНР;0;188;;1, 0, , 0, 3000, , 
sulfat.N_nd2;Производительность насоса-дозатора НД2;FLOAT (4 bytes);R;ИНР;0;192;;1, 0, , 0, 3000, , 
sulfat.N_nd3;Производительность насоса-дозатора НД3;FLOAT (4 bytes);R;ИНР;0;196;;1, 0, , 0, 3000, , 
sulfat.N_nd4;Производительность насоса-дозатора НД4;FLOAT (4 bytes);R;ИНР;0;200;;1, 0, , 0, 3000, , 
sulfat.N_nd5;Производительность насоса-дозатора НД5;FLOAT (4 bytes);R;ИНР;0;204;;1, 0, , 0, 3000, , 
sulfat.N_nd6;Производительность насоса-дозатора НД6;FLOAT (4 bytes);R;ИНР;0;208;;1, 0, , 0, 3000, , 
sulfat.C_nd1;Дистанционное отключение насоса-дозатора НД1;BOOL (1 bit);R;ИНР;0;212;;1, 0, , 0, 3000, , 
sulfat.Upr_nd1;Дистанционное отключение насоса-дозатора НД1;BOOL (1 bit);R;ИНР;0;212;;, , , , , , 
sulfat.Upr_nd1;Дистанционное отключение насоса-дозатора НД1;BOOL (1 bit);W;ANY;23;1;;, , , , , , Single
sulfat.C_nd3;Дистанционное отключение насоса-дозатора НД3;BOOL (1 bit);R;ИНР;0;216;;1, 0, , 0, 3000, , 
sulfat.Upr_nd3;Дистанционное отключение насоса-дозатора НД3;BOOL (1 bit);R;ИНР;0;216;;, , , , , , 
sulfat.Upr_nd3;Дистанционное отключение насоса-дозатора НД3;BOOL (1 bit);W;ANY;23;5;;, , , , , , Single
sulfat.C_nd5;Дистанционное отключение насоса-дозатора НД5;BOOL (1 bit);R;ИНР;0;220;;1, 0, , 0, 3000, , 
sulfat.Upr_nd5;Дистанционное отключение насоса-дозатора НД5;BOOL (1 bit);R;ИНР;0;220;;, , , , , , 
sulfat.Upr_nd5;Дистанционное отключение насоса-дозатора НД5;BOOL (1 bit);W;ANY;23;9;;, , , , , , Single
sulfat.P_water;Давление питательной воды;FLOAT (4 bytes);R;ИНР;0;224;;1, 0, , 0, 3000, , 
sulfat.L_ed1;Уровень расходной ёмкости ЕД1;FLOAT (4 bytes);R;ИНР;0;228;;1, 0, , 0, 3000, , 
sulfat.L_ed2;Уровень расходной ёмкости ЕД2;FLOAT (4 bytes);R;ИНР;0;232;;1, 0, , 0, 3000, , 
sulfat.L_ed3;Уровень расходной ёмкости ЕД3;FLOAT (4 bytes);R;ИНР;0;236;;1, 0, , 0, 3000, , 
sulfat.T_water;Температура питательной воды;FLOAT (4 bytes);R;ИНР;0;240;;1, 0, , 0, 3000, , 
sulfat.T_mashzal;Температура в машзале;FLOAT (4 bytes);R;ИНР;0;244;;1, 0, , 0, 3000, , 
sulfat.T_sklad;Температура в складском помещении;FLOAT (4 bytes);R;ИНР;0;248;;1, 0, , 0, 3000, , 
sulfat.C_nd2;Дистанционное отключение насоса-дозатора НД2;BOOL (1 bit);R;ИНР;0;252;;1, 0, , 0, 3000, , 
sulfat.Upr_nd2;Дистанционное отключение насоса-дозатора НД2;BOOL (1 bit);R;ИНР;0;252;;, , , , , , 
sulfat.Upr_nd2;Дистанционное отключение насоса-дозатора НД2;BOOL (1 bit);W;ANY;23;3;;, , , , , , Single
sulfat.C_nd4;Дистанционное отключение насоса-дозатора НД4;BOOL (1 bit);R;ИНР;0;256;;1, 0, , 0, 3000, , 
sulfat.Upr_nd4;Дистанционное отключение насоса-дозатора НД4;BOOL (1 bit);R;ИНР;0;256;;, , , , , , 
sulfat.Upr_nd4;Дистанционное отключение насоса-дозатора НД4;BOOL (1 bit);W;ANY;23;7;;, , , , , , Single
sulfat.C_nd6;Дистанционное отключение насоса-дозатора НД6;BOOL (1 bit);R;ИНР;0;260;;1, 0, , 0, 3000, , 
sulfat.Upr_nd6;Дистанционное отключение насоса-дозатора НД6;BOOL (1 bit);R;ИНР;0;260;;, , , , , , 
sulfat.Upr_nd6;Дистанционное отключение насоса-дозатора НД6;BOOL (1 bit);W;ANY;23;11;;, , , , , , Single
sulfat.J_nd1;Задание на насос-дозатор НД1;FLOAT (4 bytes);R;ИНР;0;264;;1, 0, , 0, 3000, , 
sulfat.J_nd3;Задание на насос-дозатор НД3;FLOAT (4 bytes);R;ИНР;0;268;;1, 0, , 0, 3000, , 
sulfat.J_nd5;Задание на насос-дозатор НД5;FLOAT (4 bytes);R;ИНР;0;272;;1, 0, , 0, 3000, , 
sulfat.J_nd2;Задание на насос-дозатор НД2;FLOAT (4 bytes);R;ИНР;0;276;;1, 0, , 0, 3000, , 
sulfat.J_nd4;Задание на насос-дозатор НД4;FLOAT (4 bytes);R;ИНР;0;280;;1, 0, , 0, 3000, , 
sulfat.J_nd6;Задание на насос-дозатор НД6;FLOAT (4 bytes);R;ИНР;0;284;;1, 0, , 0, 3000, , 
sulfat.Mode_np4;Режим насоса перекачки НП4 (ручн./автом.);BOOL (1 bit);R;ИНР;0;288;;1, 0, , 0, 3000, , 
sulfat.Mode_np5;Режим насоса перекачки НП5 (ручн./автом.);BOOL (1 bit);R;ИНР;0;292;;1, 0, , 0, 3000, , 
sulfat.Mode_np6;Режим насоса перекачки НП6 (ручн./автом.);BOOL (1 bit);R;ИНР;0;296;;1, 0, , 0, 3000, , 
sulfat.S_rel_phases_R2;Срабатывание реле контроля фаз Шкаф2;BOOL (1 bit);R;ИНР;0;300;;1, 0, , 0, 3000, , 
sulfat.Ready_np4;Готовность насоса перекачки НП4;BOOL (1 bit);R;ИНР;0;304;;1, 0, , 0, 3000, , 
sulfat.Status_np4;Состояние насоса перекачки НП4 (вкл./откл);BOOL (1 bit);R;ИНР;0;308;;1, 0, , 0, 3000, , 
sulfat.Ready_np5;Готовность насоса перекачки НП5;BOOL (1 bit);R;ИНР;0;312;;1, 0, , 0, 3000, , 
sulfat.Status_np5;Состояние насоса перекачки НП5 (вкл./откл);BOOL (1 bit);R;ИНР;0;316;;1, 0, , 0, 3000, , 
sulfat.UPS_rezerv_R2;ИБП Переход на резерв Шкаф2;BOOL (1 bit);R;ИНР;0;320;;1, 0, , 0, 3000, , 
sulfat.UPS_battery_R2;ИБП Отсутствие АКБ Шкаф2;BOOL (1 bit);R;ИНР;0;324;;1, 0, , 0, 3000, , 
sulfat.UPS_voltage_R2;ИБП Отсутствие вых. Напряжения Шкаф2;BOOL (1 bit);R;ИНР;0;328;;1, 0, , 0, 3000, , 
sulfat.S_end_switch;Концевик открытия двери шкафа 2;BOOL (1 bit);R;ИНР;0;332;;1, 0, , 0, 3000, , 
sulfat.Ready_np6;Готовность насоса перекачки НП6;BOOL (1 bit);R;ИНР;0;336;;1, 0, , 0, 3000, , 
sulfat.Status_np6;Состояние насоса перекачки НП6 (вкл./откл);BOOL (1 bit);R;ИНР;0;340;;1, 0, , 0, 3000, , 
sulfat.U_main_R2;Напряжение 24В основное Шкаф2;BOOL (1 bit);R;ИНР;0;344;;1, 0, , 0, 3000, , 
sulfat.U_backup_R2;Напряжение 24В резервное Шкаф2;BOOL (1 bit);R;ИНР;0;348;;1, 0, , 0, 3000, , 
sulfat.On_valve_1;Управление клапаном линии 1;BOOL (1 bit);R;ИНР;0;352;;1, 0, , 0, 3000, , 
sulfat.On_valve_2;Управление клапаном линии 2;BOOL (1 bit);R;ИНР;0;356;;1, 0, , 0, 3000, , 
sulfat.On_valve_3;Управление клапаном линии 3;BOOL (1 bit);R;ИНР;0;360;;1, 0, , 0, 3000, , 
sulfat.On_valve_4;Управление клапаном линии 4;BOOL (1 bit);R;ИНР;0;364;;1, 0, , 0, 3000, , 
sulfat.On_valve_5;Управление клапаном линии 5;BOOL (1 bit);R;ИНР;0;368;;1, 0, , 0, 3000, , 
sulfat.On_valve_6;Управление клапаном линии 6;BOOL (1 bit);R;ИНР;0;372;;1, 0, , 0, 3000, , 
sulfat.On_valve_out;Управление клапаном линии слива;BOOL (1 bit);R;ИНР;0;376;;1, 0, , 0, 3000, , 
sulfat.On_AMI-ISE;Управление анализатором;BOOL (1 bit);R;ИНР;0;380;;1, 0, , 0, 3000, , 
sulfat.L_ex1_work2;Уровень Р2 в ёмкости хранения ЕХ1;BOOL (1 bit);R;ИНР;0;384;;1, 0, , 0, 3000, , 
sulfat.L_ex2_work2;Уровень Р2 в ёмкости хранения ЕХ2;BOOL (1 bit);R;ИНР;0;388;;1, 0, , 0, 3000, , 
sulfat.L_ex3_work2;Уровень Р2 в ёмкости хранения ЕХ3;BOOL (1 bit);R;ИНР;0;392;;1, 0, , 0, 3000, , 
sulfat.L_ex1_max;Уровень макс. в ёмкости хранения ЕХ1;BOOL (1 bit);R;ИНР;0;396;;1, 0, , 0, 3000, , 
sulfat.L_ex2_max;Уровень макс. в ёмкости хранения ЕХ2;BOOL (1 bit);R;ИНР;0;400;;1, 0, , 0, 3000, , 
sulfat.L_ex3_max;Уровень макс. в ёмкости хранения ЕХ3;BOOL (1 bit);R;ИНР;0;404;;1, 0, , 0, 3000, , 
sulfat.L_ex1_work1;Уровень Р1 в ёмкости хранения ЕХ1;BOOL (1 bit);R;ИНР;0;408;;1, 0, , 0, 3000, , 
sulfat.L_ex2_work1;Уровень Р1 в ёмкости хранения ЕХ2;BOOL (1 bit);R;ИНР;0;412;;1, 0, , 0, 3000, , 
sulfat.L_ex3_work1;Уровень Р1 в ёмкости хранения ЕХ3;BOOL (1 bit);R;ИНР;0;416;;1, 0, , 0, 3000, , 
sulfat.L_ex1_work3;Уровень Р3 в ёмкости хранения ЕХ1;BOOL (1 bit);R;ИНР;0;420;;1, 0, , 0, 3000, , 
sulfat.L_ex2_work3;Уровень Р3 в ёмкости хранения ЕХ2;BOOL (1 bit);R;ИНР;0;424;;1, 0, , 0, 3000, , 
sulfat.L_ex3_work3;Уровень Р3 в ёмкости хранения ЕХ3;BOOL (1 bit);R;ИНР;0;428;;1, 0, , 0, 3000, , 
sulfat.L_ex1_min;Уровень мин. в ёмкости хранения ЕХ1;BOOL (1 bit);R;ИНР;0;432;;1, 0, , 0, 3000, , 
sulfat.L_ex2_min;Уровень мин. в ёмкости хранения ЕХ2;BOOL (1 bit);R;ИНР;0;436;;1, 0, , 0, 3000, , 
sulfat.L_ex3_min;Уровень мин. в ёмкости хранения ЕХ3;BOOL (1 bit);R;ИНР;0;440;;1, 0, , 0, 3000, , 
sulfat.Ready_np7;Готовность насоса перемешивания НП7;BOOL (1 bit);R;ИНР;0;444;;1, 0, , 0, 3000, , 
sulfat.Status_np7;Состояние насоса перемешивания НП7 (вкл./откл);BOOL (1 bit);R;ИНР;0;448;;1, 0, , 0, 3000, , 
sulfat.Ready_np8;Готовность насоса перемешивания НП8;BOOL (1 bit);R;ИНР;0;452;;1, 0, , 0, 3000, , 
sulfat.Status_np8;Состояние насоса перемешивания НП8 (вкл./откл);BOOL (1 bit);R;ИНР;0;456;;1, 0, , 0, 3000, , 
sulfat.L_ep1_max;Уровень макс. в ёмкости приготовления ЕП1;BOOL (1 bit);R;ИНР;0;460;;1, 0, , 0, 3000, , 
sulfat.L_ep1_work3;Уровень Р3 в ёмкости приготовления ЕП1;BOOL (1 bit);R;ИНР;0;464;;1, 0, , 0, 3000, , 
sulfat.L_ep1_work2;Уровень Р2 в ёмкости приготовления ЕП1;BOOL (1 bit);R;ИНР;0;468;;1, 0, , 0, 3000, , 
sulfat.L_ep1_work1;Уровень Р1 в ёмкости приготовления ЕП1;BOOL (1 bit);R;ИНР;0;472;;1, 0, , 0, 3000, , 
sulfat.L_ep1_min;Уровень мин. в ёмкости приготовления ЕП1;BOOL (1 bit);R;ИНР;0;476;;1, 0, , 0, 3000, , 
sulfat.Ready_mixer1;Готовность мешалки 1;BOOL (1 bit);R;ИНР;0;480;;1, 0, , 0, 3000, , 
sulfat.Status_mixer1;Состояние мешалки 1 (вкл./откл);BOOL (1 bit);R;ИНР;0;484;;1, 0, , 0, 3000, , 
sulfat.L_ep2_max;Уровень макс. в ёмкости приготовления ЕП2;BOOL (1 bit);R;ИНР;1;0;;1, 0, , 0, 3000, , 
sulfat.L_ep2_work3;Уровень Р3 в ёмкости приготовления ЕП2;BOOL (1 bit);R;ИНР;1;4;;1, 0, , 0, 3000, , 
sulfat.L_ep2_work2;Уровень Р2 в ёмкости приготовления ЕП2;BOOL (1 bit);R;ИНР;1;8;;1, 0, , 0, 3000, , 
sulfat.L_ep2_work1;Уровень Р1 в ёмкости приготовления ЕП2;BOOL (1 bit);R;ИНР;1;12;;1, 0, , 0, 3000, , 
sulfat.L_ep2_min;Уровень мин. в ёмкости приготовления ЕП2;BOOL (1 bit);R;ИНР;1;16;;1, 0, , 0, 3000, , 
sulfat.Ready_mixer2;Готовность мешалки 2;BOOL (1 bit);R;ИНР;1;20;;1, 0, , 0, 3000, , 
sulfat.Status_mixer2;Состояние мешалки 2 (вкл./откл);BOOL (1 bit);R;ИНР;1;24;;1, 0, , 0, 3000, , 
sulfat.L_ep3_max;Уровень макс. в ёмкости приготовления ЕП3;BOOL (1 bit);R;ИНР;1;28;;1, 0, , 0, 3000, , 
sulfat.L_ep3_work3;Уровень Р3 в ёмкости приготовления ЕП3;BOOL (1 bit);R;ИНР;1;32;;1, 0, , 0, 3000, , 
sulfat.L_ep3_work2;Уровень Р2 в ёмкости приготовления ЕП3;BOOL (1 bit);R;ИНР;1;36;;1, 0, , 0, 3000, , 
sulfat.L_ep3_work1;Уровень Р1 в ёмкости приготовления ЕП3;BOOL (1 bit);R;ИНР;1;40;;1, 0, , 0, 3000, , 
sulfat.L_ep3_min;Уровень мин. в ёмкости приготовления ЕП3;BOOL (1 bit);R;ИНР;1;44;;1, 0, , 0, 3000, , 
sulfat.Ready_mixer3;Готовность мешалки 3;BOOL (1 bit);R;ИНР;1;48;;1, 0, , 0, 3000, , 
sulfat.Status_mixer3;Состояние мешалки 3 (вкл./откл);BOOL (1 bit);R;ИНР;1;52;;1, 0, , 0, 3000, , 
sulfat.Задание_1;Задание на дозирование 1 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;56;;1, 0, , 0, 3000, , 
sulfat.Upr_Z1;Задание на дозирование 1 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;56;;, , , , , , 
sulfat.Upr_Z1;Задание на дозирование 1 нитка (мг/л);FLOAT (4 bytes);W;ANY;22;1;;, , , , , , Single
sulfat.Задание_2;Задание на дозирование 2 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;60;;1, 0, , 0, 3000, , 
sulfat.Upr_Z2;Задание на дозирование 2 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;60;;, , , , , , 
sulfat.Upr_Z2;Задание на дозирование 2 нитка (мг/л);FLOAT (4 bytes);W;ANY;22;2;;, , , , , , Single
sulfat.Задание_3;Задание на дозирование 3 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;64;;1, 0, , 0, 3000, , 
sulfat.Upr_Z3;Задание на дозирование 3 нитка (мг/л);FLOAT (4 bytes);R;ИНР;1;64;;, , , , , , 
sulfat.Upr_Z3;Задание на дозирование 3 нитка (мг/л);FLOAT (4 bytes);W;ANY;22;3;;, , , , , , Single
sulfat.Fсв_руч1;Расход СВ1 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;68;;1, 0, , 0, 3000, , 
sulfat.Upr_Fсв1;Расход СВ1 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;68;;, , , , , , 
sulfat.Upr_Fсв1;Расход СВ1 ручной ввод (м3/ч);FLOAT (4 bytes);W;ANY;22;4;;, , , , , , Single
sulfat.Fсв_руч2;Расход СВ2 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;72;;1, 0, , 0, 3000, , 
sulfat.Upr_Fсв2;Расход СВ2 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;72;;, , , , , , 
sulfat.Upr_Fсв2;Расход СВ2 ручной ввод (м3/ч);FLOAT (4 bytes);W;ANY;22;5;;, , , , , , Single
sulfat.Fсв_руч3;Расход СВ3 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;76;;1, 0, , 0, 3000, , 
sulfat.Upr_Fсв3;Расход СВ3 ручной ввод (м3/ч);FLOAT (4 bytes);R;ИНР;1;76;;, , , , , , 
sulfat.Upr_Fсв3;Расход СВ3 ручной ввод (м3/ч);FLOAT (4 bytes);W;ANY;22;6;;, , , , , , Single
sulfat.Fсв_рег1;Расход СВ1 для дозирования (м3/ч);FLOAT (4 bytes);R;ИНР;1;80;;1, 0, , 0, 3000, , 
sulfat.Fсв_рег2;Расход СВ2 для дозирования (м3/ч);FLOAT (4 bytes);R;ИНР;1;84;;1, 0, , 0, 3000, , 
sulfat.Fсв_рег3;Расход СВ3 для дозирования (м3/ч);FLOAT (4 bytes);R;ИНР;1;88;;1, 0, , 0, 3000, , 
sulfat.Q_ЕД1;Концентрация СА в ЕД1 (г/л);FLOAT (4 bytes);R;ИНР;1;92;;1, 0, , 0, 3000, , 
sulfat.Upr_Q1;Концентрация СА в ЕД1 (г/л);FLOAT (4 bytes);R;ИНР;1;92;;, , , , , , 
sulfat.Upr_Q1;Концентрация СА в ЕД1 (г/л);FLOAT (4 bytes);W;ANY;22;7;;, , , , , , Single
sulfat.Q_ЕД2;Концентрация СА в ЕД2 (г/л);FLOAT (4 bytes);R;ИНР;1;96;;1, 0, , 0, 3000, , 
sulfat.Upr_Q2;Концентрация СА в ЕД2 (г/л);FLOAT (4 bytes);R;ИНР;1;96;;, , , , , , 
sulfat.Upr_Q2;Концентрация СА в ЕД2 (г/л);FLOAT (4 bytes);W;ANY;22;8;;, , , , , , Single
sulfat.Q_ЕД3;Концентрация СА в ЕД3 (г/л);FLOAT (4 bytes);R;ИНР;1;100;;1, 0, , 0, 3000, , 
sulfat.Upr_Q3;Концентрация СА в ЕД3 (г/л);FLOAT (4 bytes);R;ИНР;1;100;;, , , , , , 
sulfat.Upr_Q3;Концентрация СА в ЕД3 (г/л);FLOAT (4 bytes);W;ANY;22;9;;, , , , , , Single
sulfat.Доза1;Вычисленная необходимая доза 1 нитка (л/ч);FLOAT (4 bytes);R;ИНР;1;104;;1, 0, , 0, 3000, , 
sulfat.Доза2;Вычисленная необходимая доза 2 нитка (л/ч);FLOAT (4 bytes);R;ИНР;1;108;;1, 0, , 0, 3000, , 
sulfat.Доза3;Вычисленная необходимая доза 3 нитка (л/ч);FLOAT (4 bytes);R;ИНР;1;112;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД1;Maксимальная производительность НД1 (л/ч);FLOAT (4 bytes);R;ИНР;1;116;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД2;Maксимальная производительность НД2 (л/ч);FLOAT (4 bytes);R;ИНР;1;120;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД3;Maксимальная производительность НД3 (л/ч);FLOAT (4 bytes);R;ИНР;1;124;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД4;Maксимальная производительность НД4 (л/ч);FLOAT (4 bytes);R;ИНР;1;128;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД5;Maксимальная производительность НД5 (л/ч);FLOAT (4 bytes);R;ИНР;1;132;;1, 0, , 0, 3000, , 
sulfat.Max_прзвд_НД6;Maксимальная производительность НД6 (л/ч);FLOAT (4 bytes);R;ИНР;1;136;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД1;Текущая производительность НД1 (л/ч);FLOAT (4 bytes);R;ИНР;1;140;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД2;Текущая производительность НД2 (л/ч);FLOAT (4 bytes);R;ИНР;1;144;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД3;Текущая производительность НД3 (л/ч);FLOAT (4 bytes);R;ИНР;1;148;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД4;Текущая производительность НД4 (л/ч);FLOAT (4 bytes);R;ИНР;1;152;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД5;Текущая производительность НД5 (л/ч);FLOAT (4 bytes);R;ИНР;1;156;;1, 0, , 0, 3000, , 
sulfat.Тек_прзвд_НД6;Текущая производительность НД6 (л/ч);FLOAT (4 bytes);R;ИНР;1;160;;1, 0, , 0, 3000, , 
sulfat.Nлин;"N линии; подкл к анализ-ру в тек момент времени";INT (2 bytes);R;ИНР;1;164;;1, 0, , 0, 3000, , 
sulfat.КонцСА;"Содержание СА; полученное от анализатора";FLOAT (4 bytes);R;ИНР;1;168;;1, 0, , 0, 3000, , 
sulfat.КонцСА1;Содержание СА в линии 1;FLOAT (4 bytes);R;ИНР;1;172;;1, 0, , 0, 3000, , 
sulfat.КонцСА2;Содержание СА в линии 2;FLOAT (4 bytes);R;ИНР;1;176;;1, 0, , 0, 3000, , 
sulfat.КонцСА3;Содержание СА в линии 3;FLOAT (4 bytes);R;ИНР;1;180;;1, 0, , 0, 3000, , 
sulfat.КонцСА4;Содержание СА в линии 4;FLOAT (4 bytes);R;ИНР;1;184;;1, 0, , 0, 3000, , 
